Quality,Difficulty,Grade,Comment
4.5,4.0,N/A,Amazing professor! Easily the best prof I had at McGill. very stimulating class and he's really into it. He encourages you to participate in class and is open to any kind of alternatives to his explanations (as long as you have arguments). He's a tough grader but it's worth it
1.5,4.0,N/A,avoid this guy at all costs. very rude and arrogant. he's NOTHING compared to ragan/watson but how he treats students is as if hes  paul krugman and we're grade 8
1.5,4.0,N/A,"Definitely the worst professor at McGill. Insensitive, obnoxious, rude, full of himself. Incessant ramblings and digressions in class. Rude and unapproachable out of class. Avoid at all cost. I got a good grade but I hated this class and Green's personality."
2.5,1.0,N/A,"As professor for The Chinese Economy, Green was committed, passionate, and hard-working; regrettably, he was also dogmatic, tedious, and often confused by his own material. To his credit, the textbook he has selected (Naughton) is both excellent and cheap; just go read it and save yourself the headache."
5.0,3.0,N/A,"I think Prof Ronis is amazing, but I know a lot of people from my class would give him negative comments, so I am here to justify. His lectures are amazing, definitely interesting and he was there to make sure you understand the stuff he taught. Well, having said that, I know people from life sci would complain about the level of difficulty."
3.5,4.0,A+,Prof. Ronis is a God amongst men in the chemistry department. He is extremely intelligent but does not realise that those around him are not at his level. Most problem sets are extremely time consuming but are a must if you want to pass the course. 
4.0,5.0,A+,"Very smart guy who gives very tough exams. MEMORIZE his coursepack, redo his assignments and you'll do fine. Ronis is a very nice prof overall. And you can't avoid him if you're majoring in Chemistry!"
4.5,4.0,A+,"I thought Ronis did a good job of teaching the material. It would have been helpful if he did a few more examples during lectures, but if you don't understand something, you can drop into his office almost anytime and he will help you out. Exams are tough but fair if you attend lectures, study the course pack, and do the problem sets."
3.5,3.0,N/A,"Prof. Ronis seems intimidating especially in the first few weeks of the course. Try to do the problem sets on your own, copying will screw you over in the end. If you ever have questions, his door is always open and he loves to help students. The course pack is your bible, USE IT. If you want a good grade you just have to put in the work."
1.5,5.0,N/A,"SO CONFUSING. Lectures are hard to follow, and he rarely does examples which screws you over on the problem sets. Homework questions often have need completely new information that he never touches on in class. Grades after the midterm had ~16 F's, and 3A's."
3.5,5.0,N/A,"Challenging course but Ronis is a good prof, probably one of the best prof I've had so far at McGill. The main challenge of the course lies in the fact that one has to learn all the derivations in his coursepack. You might find that tedious but doing that, you really learn physical chemistry and not just a bunch of formulas."
2.5,5.0,N/A,"Very mathematically grounded course and brilliant teacher, and precisely why it was my favourite this semester. Notorious ""soul-searching"" course, but rewarding to those that remain committed."
5.0,2.0,N/A,"Students in this department seem to complain just for the sake of complaining. He is very clear in his lectures. His exams are tough, but fair. The only drawback is that he does not follow very closely from the textbooks, so attending lectures is a must."
1.0,5.0,N/A,"The WORST professor in McGill.. There's no other word to describe him but ""HORRIBLE!"" The course is ridiculously difficult. All you need to do is just memorize the entire course material.. He is also very arrogant. Good luck.."
1.5,5.0,N/A,"Ridiculously hard evaluations (Midterm, Final). Does tend to take questions directly out of the assignments for the final, therefore, memorization of the answers is a must. Otherwise, a nice and funny prof, albeit a bit arrogant."
1.0,5.0,N/A,"Brutal class!  I majored in Chemistry because I actually had fun doing org chem and was enjoying school.  After taking this class I am now doing a liberal in biochem and his course has left a bitter and sour taste in my mouth.  He is arrogant, belittling (unless you're as smart as him), boring, and completely unhelpful. Horribly hard course."
2.0,5.0,N/A,"Ronis gets annoyingly frustrated when you don't understand what he's teaching, even if you go see him after class for help.  Midterm was practically improssible (56 average) and he refuses to scale.  Ronis and CHEM 223 made me transfer into Anatomy & Cell Biology - no joke.  This course is NOT easy."
1.0,5.0,N/A,"Great guy, very smart.  If you are excited going into this class, good for you, I'm sure you will love it.  If you are in any way unsure of whether you will enjoy this class or not, this class is going to be the most painful experience of your life.  You will leave class everyday with a queasy feeling in your stomach, knowing you will fail"
1.0,5.0,N/A,Worst. Does not know how to teach. Talks to himself through the whole class. He's a nice guy but the guy can't teach at all. All he does during class is write the derivatives and expect us to know everything he says and writes. Notes do not help at all. HARD cours
4.5,4.0,N/A,Really great teacher. Hard stuff but he teaches it well.
4.5,3.0,N/A,Excellent teacher. One of few professors in Chem. Depart. who is mathematically clear. Ideal for students with physics/math background. Presumed to be hell for non-math chem students.
5.0,4.0,N/A,"Professor Ronis is an excellent professor.  He presents difficult material in a clear and methodical manner.  The course material is hard and he doesn't dumb it down.  The problem sets take a long time, and derivations must be studied.  But his tests are fair, he will spend hours outside class helping students, and he's an excellent lecturer."
2.5,5.0,N/A,"He (and most of the textbooks I've looked at to help me) skips a lot of ""minor"" details, so it always feels like there's a missing step (or 5). There's also a big gap between the material we are taught and the actual problems we are expected to do. He's nice and coherent, but he never actually does sample problems during class, just derivations..."
2.0,5.0,N/A,Memorize his ntoes and ur fine. Extremely hard class... He thinks he knows everything and hes not that funny
5.0,3.0,0,Reoriented my life. This was more than a class! Thank you professor!
4.0,2.0,B+,"Truly, Louis was a great professor. He's passionate, and that makes him vocal. Some hate him for it; some truly respect him for it. I'm the latter. He makes you think and feel -- what else can you ask of a course? Take him for a new experience that you wont forget; avoid him if you want the same old, same old. ATTEND THE CLASS TO GET AN A. "
1.5,3.0,B-,"Very biased, not even willing to consider other points of view. Assignment throughout the semester is very time consuming and grading criteria is not clear- incredibly subjective. Did not enjoy the lectures, though the guest speakers were very interesting. "
5.0,1.0,B-,"Chauvin is the best. To do well in this class, you need to know how to self-reflect and really be introspective about how you perceive the world. If you can't do that, you're gonna have a bad time. Personally I loved the class and found it really easy. He's an amazing guy, great prof."
1.5,4.0,B-,"Would not recommend this professor.  Although the course material is interesting, he solely focuses it on environmental issues - simply showing videos and preaching his views. He is knowledgeable about the issues he raises, but leaves little room for you to develop and share your own (sometimes differing) opinions."
5.0,1.0,B-,"Very good prof. The course material is not the most interesting nor is it intellectually demanding. However, his method is refreshingly original. Just the type of class that these uptight rich kids at McGill need."
3.5,3.0,B-,"Nice person, Cares about the class... be prepared to drink the coolaid if you want a good grade."
4.0,2.0,B-,Chauvin is a really great prof! By far the most down to earth prof I've met. Not afraid to say things that you wouldn't typically hear in a management class. He gives a different perspective. His class is not for everyone but I really enjoyed it.
5.0,1.0,B-,"I still disagree with almost everything he said, but I have respect for him. By far the most interesting prof in management. I leanred more from him than any other prof at McGill. Also no final or midterm, and nothing to learn, you're only tested on the depth of your thought. I highly reccomend him."
4.0,2.0,B-,"Meditation, awkward one-on-one chats with other students to start every class, hippie rhetoric...needless to say, this class isn't for everyone. But Chauvin is a wonderful person and is truly passionate about this stuff. I just felt like I merely paid lip service to idealistic liberal babble for a semester. Cute, but as a class, it gets old quick."
5.0,3.0,B-,By far best prof at McGill - it was an honour being Prof. Chauvin's student. Good to see teacher's like him still exist!
5.0,4.0,B-,"Amazing guy. Easily the best prof I've had at McGill. Changed my viewpoint on life (for the better). Ignore all bad comments about him, those people don't know what they're talking about. He should be head of the department!"
4.5,5.0,B-,"Amazing prof, for an amazing class (Business in Society). Seriously, I don't think anyone else could teach that class and bring it so such a level of introspection. This class is mostly about self-questioning, and learning about who you are, where society is taking us, etc. and he's really respectful of everyone's point of view. No midterm no final"
4.5,2.0,B-,"Amazing prof. No one at McGill will get you thinking as much as him, but not in a bad way. He breaks from the status quo of education. Will get you reflecting lots. If you don't like class with attendance don't take him, but if you don't mind the absolutely the best prof."
4.5,2.0,B-,AMAZING AMAZING AMAZING
4.0,2.0,B-,"Very, very interesting professor. While attending the class throughout the term there were times when I loved him and times when I hated him. That being said, his classes are very thought provoking and interesting. He is definitely not for everybody but I'd generally reccomend him for the experience."
5.0,2.0,B-,"what a guy, genius. not for students afraid to express their opinions. life changing and inspirational if you are ready for it."
4.5,2.0,B-,I very good teacher. Unique to the management faculty. Adds much needed balance to a managament school based entirely on Finance and big industry. I fully recommend you to take any class he teaches (Social Context/Business in Society)
4.0,2.0,B-,"If you're weak minded, you'll get caught up in his brainwash-propaganda and fast, if not you'll spend the sem arguing with most the class who are. The issues are relevant, his solutions are impractical; but you do come out different, better or worse. He's marks pretty rough; I've never got marks off for giving too much relevant info but here we are"
5.0,3.0,B-,"Maybe the most controversial prof in the faculty, but probably the wisest. This course will challenge almost everything you have learned in management and stimulate thoughtful examination of the way you live your life.  If you're willing to open your mind though, Chauvin may be the best prof you will ever have.  I highly recommend him."
4.5,5.0,0,I graduated ten years ago. If I close my eyes to remember the most impactful academic moment at uni- It was Nash's class on the cinema of the 1970s that stands out. I am now working on some oscar contendersofthis year.  In Nash's class I saw for the first time that someone could make a career out of something the loved. Unintentionally inspiring!
5.0,4.0,,"She taught THE most interesting topics (i.e. Sex, Gender and Reproduction in Horror Film - come ON) and made lectures, papers, presentations and even exams a total pleasure. She let us present on 1970s**** in her 70s film class, and even gave our group a ton of recommendations for films to watch to support our thesis. Tough, but made you want to w"
5.0,3.0,,"She was the best prof I had at McGill. I loved all five of her courses, and she inspired me more than any other film theorist I have known. She's shy, but amazing and brilliant. Also..a total hottie."
1.0,4.0,,She's the worst prof at McGill by far.
1.0,4.0,,"As a straight chick, I can't comment on the hotness. I will say, however, that her lectures were stultifyingly boring, and she was the least available of any prof. I've ever had at McGill. If you're into rote learning, take her course, it ain't special."
1.0,5.0,,I never enjoyed her course.  She was arrogant and very unapproachable.  She needs to learn a lot about communicating with students and treating them like humans.
3.5,4.0,,Hot professor...but very moody!
5.0,3.0,,sexy in a cute kind of way.
3.0,4.0,,teaches like a sexy cartoon super-villain.
4.5,2.0,,"Best professor I've had at McGill. Clear, entertaining lectures and her tests can actually be a pleasure to write. She will let you do ANYTHING for presentations and papers and help you when you get stuck."
3.5,4.0,,"for theory she's excellent... very clear, makes readings make sense... really really smart, does simpsons impressions... she's hard and strict but you LEARN and she made theory interesting"
3.0,2.0,,sexy. class makes u think abt hollywood's evil machinations! she's sexy!
1.0,5.0,,"Worst teacher at the University. Arrogant, unfriendly, personality issues."
2.5,5.0,A-,"Horrid films, worse lectures"
1.0,5.0,,One of those profs who dwell on their own phd thesis for the entire course syll
4.5,3.0,,"ARRR...I be Nash, your film professor"
3.0,4.0,N/A,"You'd think film as art would be a bird course, but Nash makes sure its not."
2.0,5.0,,No Comments
3.0,3.0,,Delightfully sarcastic but on the verge of nervous breakdown.
4.5,3.0,0,"Great prof - there for you, especially if you put in the effort!"
3.0,5.0,0,"I've never had a prof give so much feedback on papers. He reads through drafts and responds relatively quickly to e-mails. That being said, I found him to be a hard marker. Although participation is worth a lot, he does not give much time in class to actually participate. If you have strong writing skills and like cinema, this class is for you. "
1.5,5.0,0,"Horrible prof. Uncaring. Cold. His lectures are incoherent, and it's clear he doesn't really like students at all."
3.5,4.0,0,"Despite the difficulty of this course, I must say that it was one of the most enjoyable that I have ever taken. Prof. Ponech really puts a lot of effort in coming up with interesting class discussions. This was one of those classes that stimulate one's mind. Moreover, he is very committed to his students and a truly nice and funny gentleman."
2.0,4.0,0,Don't.
5.0,4.0,0,"Best courses of my life were with Dr. Ponech. I took 3 while at McGill and took another while in a graduate program at another university. He is extremely bright, which makes writing papers very difficult because anything that isn't logically sound is pounced upon. Not for the faint of heart, his courses will make you think hard and long."
2.0,3.0,0,"Difficult readings.the material for the paper, the book the paper was on was examined after the paper was due."
1.0,5.0,0,"If you are going to take his class make sure you do your readings for each lecture or else you WILL be lost. The exam content is unexpected, he ask at least ONE specific question. No idea how I can guide future students to study since he doesn't prepare students for the exam:S all I can say is. good luck..."
1.0,5.0,0,DON'T DO IT!
1.0,5.0,0,"JUst stAY IN CLASS IF YOU ARE HANDING IN YOUR PAPERS OR $H1t WILL HIT THE FAN NO JOKE HE JUST DID THIS THIS MORNING DANGER!!!  But in all seriousness, Be careful he will fail you if you hand in a paper and dont stay for no reason.  Have a nice life!!!"
1.0,5.0,0,"I have never been so inclined to post on this site until I listened to Trevor Ponech. He has ruined the english language for me, as well as my GPA. Pompous and unnecessarily verbose, he is the worst."
1.5,3.0,0,"likely the most unprofessional and inept professor I have yet seen when it comes to actual teaching - to give an indication rather than give a set of criteria by which he evaluates your assignment he does the assignment himself and gives you this: I gave his essay to 4 other profs in the subject to see what they would grade it, the highest was a B"
1.5,4.0,0,"Hands down the worst professor I've had at McGill. What began as annoying quirks to his lectures, made its way up to him frequently insulting the class and our lack of ""taste""-- he is a pompous, angry man and there is absolutely on reason to put up with him unless it's a required course."
1.0,2.0,0,"This is probably the most boring class I have ever taken in my life.  I wasn't a fan of the prof.  To his credit, he seems to be really into the material. The good thing is I went to about 10% of the lectures and only read the stuff I had to write the papers on, and still got a B-.  Not bad, but learned nothing."
4.0,4.0,,"First-rate, fun on documentaries esp."
1.5,1.0,,No Comments
1.5,4.0,,"From the first few lectures, I didn't think this guy was gonna be SO bad, just a little dry and boring. But by the end, I literally couldn't take the class anymore. His marking was unfair and subjective and his poetics of the image class completely disregarded the CULTURAL element, turning it into a theory course. the worst, trust the reviews."
3.0,5.0,,"Let me say this: my film class was in the big Leacock room, with capacity for 627 students, and an average of 30 came to each class. PONECH = PRETENTIOUS & POMPOUS"
2.0,4.0,,"Boring.He repeats the same thing over and over again.  Even if it is an English class, you should be able to do well in a 200 if you have done CEGEP english.  He marked the essays very severly.  I would NOT take this class, he rarely talks about the films and I heard only complaints."
1.5,2.0,,"Very, very boring.  Class is extremely tedious and hard to sit through, most people only go to the screenings.  This is compunded by the fact that most of the readings are unnescessary.  THe course is easy enough if you can write well, but you will fail if you can't"
