Prof Name,Quality,Difficulty,Grade,Comment 
Danny Goldstick ,4.0,4.0,N/A,"The trouble is that he's one of those brilliant people who doesn't realize how brilliant he is, compared to most of the rest of us. He's difficult to follow simply because he's speaking at a higher level. This doesn't make for a great teacher, but it's not because he's doddering or unfocused."
Danny Goldstick ,5.0,4.0,A,"I took Marx and Marxism and Advanced Topics in Epistemology with Danny. I would say that all of the negative comments on here are accurate. However, he is a truly EXCELLENT analytical philosopher with very well worked out arguments and positions. If you do the work to learn from him it is enormously valuable. Also his tech illiteracy is amusing"
Danny Goldstick ,3.5,4.0,N/A,He really takes the time to talk to you. Approach him outside of class during his office hours.
Danny Goldstick ,4.0,3.0,N/A,on Israel but it takes courage to be so firm on issue. And to you backbiters: watch him and maybe you?ll learn a thing or two.
Danny Goldstick ,4.0,3.0,N/A,Professor Goldstick is not only one of the friendliest profs in the department but he is also one of the few people I have met that pursues social justice with out pomp or pretension. It takes a lot of courage to be a communist in a department run by wealthy white people that most of which have not thought twice about the men
Danny Goldstick ,1.5,4.0,N/A,"Caused me to drop the course. I love Ethics, and this was my chance to take a seminar, but it was impossible to understand what he was trying to teach. He really ought to retire."
Danny Goldstick ,2.0,3.0,N/A,"The WORST professor at UofT. Do not take PHL317!! He needs to retire!!! The readings were useless, the class was unorganized, the lectures were boring, and he would go on tangents that had NOTHING to do with the material. Some questions on the exam had NOTHING to do with the material in lectures. This class was a waste of my time."
Danny Goldstick ,1.0,5.0,N/A,"Dr. Goldstick is friendly, if doddering, but his teaching methods seem disorganized, and the content seems dogmatic. When asking questions of him students sometimes doubted if he heard them properly, but he would steamroller along with his own conclusions. Some people seem to really like him as a teacher though."
Danny Goldstick ,3.5,4.0,N/A,"Danny Goldstick is a great prof and a great guy.  Although he can be tangential and slightly disorganized, he is a wealth of philsophical knowledge.  He is down to earth and friendly, and is always willing to help students on a one on one basis. He will get to know you and he truly cares about his students."
Danny Goldstick ,3.0,4.0,N/A,Delightful
Danny Goldstick ,3.5,3.0,N/A,"Probably the funniest and most energetic prof I have ever encountered.  Yes, there are many moments where you have no clue what is going on. However, if you read and interest yourself with Dialectics, Marxism etc, his Socratic approach becomes very useful. Unlike most professors, he wants you to challange him. He provides a choice-essay or exam."
Danny Goldstick ,3.0,3.0,N/A,He is the worst professor I've ever had. He should not be teaching an undergraduate course because he cannot bring his teaching down to an undergraduate level. This course is the most frustrating course I've ever taken.
Danny Goldstick ,4.0,3.0,N/A,"totally accommodating and understanding. definitely student oriented. impossible to get a hold of at off times since he has no email/website, but his happy demeanor more than makes up for it. a little confusing/nonsensical at times, but its more like an endearing grandfather."
Danny Goldstick ,3.5,2.0,N/A,"Great guy, really interesting, but he can be difficult to get a straight answer out of because he likes to equivocate. Worth the effort to tease the meaning out of some of his statements"
Danny Goldstick ,1.5,3.0,N/A,"worst class i ever took. a smart man who should stick to writing books instead of confusing students with completely nonsensical ramblings in something so close to orwellean double speak, that almost all assertions were given in the form of a sarcastic question. brutal."
Danny Goldstick ,2.5,4.0,A,"Goldstick was somewhat unorganized in lectures, yet the points he made were very thought provoking.  Though frustrating at times do to its abstract material, this class was still enjoyable of you put in the effort and had an open mind."
Danny Goldstick ,4.5,2.0,A,"It's true, he is kind of doddereing and set in his ways, BUT he is without question the prof most willing to spend time with/on students.  If you are seriously intested in Marx, or want to argue for hours about mind-body determinism, you can do no better."
Danny Goldstick ,3.0,3.0,A,Exceptionally student centred
Danny Goldstick ,1.0,1.0,A,one of the single worst experiences I had. A waste of time
Leonard Priestley ,4.0,5.0,A+,"Professor Priestley gave me a purpose and, identity at the  University of Toronto. Now so many years later, I am a professor too! Thank you for inspiring me Professor Priestley! "
Leonard Priestley ,5.0,3.0,A+,"I recorded all his classes.  I heard legends of his class, and I and so glad that I was able to take his class.  Book early for this class.  He teaches very difficult material well.  This was my favorite class and teacher during my undergrad."
Leonard Priestley ,4.5,1.0,A+,"once you get past his no-eyelash stare, you love him.  he's funny, calm, brilliant.  and his class will prolly change your life.  NEVER sell your copy of Chuangtzu, you'll regret it."
Leonard Priestley ,5.0,3.0,A+,"I'm now a graduate student, which means I've almost been in university for 10 years, and I dont think I've had a better prof: he embodies the best of what you'd want in a teacher."
Leonard Priestley ,4.5,3.0,A+,The best class I've had in my life!! An extremely enriching class taught by an excellent instructor! Felt almost enlightened myself after this class!!
Leonard Priestley ,5.0,2.0,A+,"i took this course with priestley over 4 yrs ago, changed my outlook on life."
Leonard Priestley ,5.0,2.0,A+,"such presence...one could hear a pin drop, no due dates, great email response ra"
Leonard Priestley ,5.0,3.0,A+,An amazing teacher! One of the best at UofT!
Leonard Priestley ,4.5,3.0,A+,the legend has brought many insight into Eastern phil. Reason to B at UT
Leonard Priestley ,5.0,2.0,A+,This prtofessor is amazing and compassionate. The best at UoT!
Leonard Priestley ,3.5,2.0,A+,A very friendly and enlightening man.  He was a wonderful teacher!
Joseph Goering ,3.5,3.0,N/A,"He is probably the best and easiest to understand of the three. the only thing is, the course was sort of dry"
Joseph Goering ,5.0,1.0,N/A,He has rudimentary knowledge of Hebrew.
Joseph Goering ,5.0,1.0,N/A,"probably the best professor at u of t, if not the world."
Joseph Goering ,4.0,4.0,N/A,"Very nice prof! His lectures were probably the clearest of the 3 profs teaching this course. Little jokes here and there were helpful to liven it up a bit. I really liked his lectures. Once he led my tutorial group, and was helpful in answering some questions and provoking thought."
Joseph Goering ,5.0,3.0,N/A,Best professor of all time.
Joseph Goering ,4.5,3.0,N/A,He is AWESOME!
Joseph Goering ,3.0,3.0,N/A,"A very pleasant man, funny, and friendly. Class however seems to have no direction. Great person, not the most fruitful instructor."
Joseph Goering ,4.0,4.0,N/A,"One of the best profs at u of t, period. His smc 210 course made me decide to do a minor in medieval studies. Equally excellent in HIS 220. I recommend that anyone remotely interested in the period take SMC 210. One of the top 3 courses I took during 5 years of humanities studies."
Joseph Goering ,4.0,3.0,N/A,"Excellent lecturer, he appears to drift and get off topic at times but if you are really paying any attention you find it all relates. His best attribute is his ability to let a student raise a point and if that point is incorrect he guides the student to the correct conclusion with gentle suggestions. Overall one of my top 5 profs!"
Joseph Goering ,5.0,3.0,N/A,"Fascinating lectures, appealing as a person."
Joseph Goering ,5.0,3.0,N/A,Best prof ever.
Joseph Goering ,4.5,4.0,N/A,"A very interesting prof, with some very cool theories. Not your average outlook on medieval life, very unusual. Readings are a must, and every class is on the test, so even if it is a slideshow take notes!"
Joseph Goering ,3.5,3.0,N/A,"He is a good teacher.  His knowledge about the medieval time period is unbelievable.  I agree that he was the best of the three profs in this class.  He and Cochelin were both good teachers, but his English is better.  He isn't really easy for note-taking, but that's okay.  He gets distracted a lot, but it's always interesting.  Great monk haircut."
Joseph Goering ,4.5,4.0,N/A,"HIS220 is taught by three profs, Goering is the best by far. One doesn't speak English all that well, the other mumbles. All know their stuff, but Goerings the clearest and most enjoyable. Great intro to medieaval history."
Joseph Goering ,2.5,3.0,N/A,"Seems like a nice guy, but that doesn't justify his style.  Came closest to giving a chronological history, but then destroyed it with randomness.  Seems unable to flesh out ideas.  Enjoyable enough to listen to, though."
Joseph Goering ,4.5,3.0,N/A,"Fun, sweet, intelligent guy. Loved his ""three part opera"" theory about the middle ages. Best prof of the three by FAR."
Joseph Goering ,4.0,3.0,N/A,"The best of the three profs teaching this class.  Clear, funny, and engaging.  Map drawings show incomprehensible artistic skill. :)"
Joseph Goering ,5.0,1.0,N/A,Very clear lecturer.  He made everything go together so well and laid things out perfectly for notes.  Really a great guy :D!
Joseph Goering ,4.0,2.0,N/A,"Very amusing prof, and also VERY clear. Made perfect sense of medieval history. Worth listening to. Love his map drawings-useful, but will definitely disqualify him from the fine arts faculty. :)"
Joseph Goering ,5.0,3.0,N/A,"unorthodox style of teaching takes a bit of getting used to, but is good once you do.  gives very kind assurances and follows through.  very nice guy!"
Konrad Eisenbichler ,5.0,3.0,A-,So passionate and knowledgable about what he teaches. His lectures are always interesting and you leave each one with new fun facts. He can be a little blunt and old school but means well and has a great sense of humor. All of his classes are great but Sex and Gender is one of if not the best class I took at U of T.
Konrad Eisenbichler ,5.0,3.0,B,"Konrad was a funny, caring professor. He really took the time to get to know his students and their names (which is not that easy to do). His lectures were informative and engaging. The exam was pretty straightforward because he brings in sample questions to help with studying (some end up on the final). Very little readings!"
Konrad Eisenbichler ,5.0,2.0,N/A,Really friendly and makes his lectures informative and interesting!
Konrad Eisenbichler ,3.5,3.0,N/A,"VIC343Y1Y was one of my favorite courses ever.  Believe it's been squeezed into a full credit for the second term.. (i.e. Y1H at UT).  Shame, deserves the whole year.  Love his work on the Farnese family, assigned his own article but it was entertaining on point and I will never look at cod pieces in the same manner.  Never saw him ""pick"" on anyone"
Konrad Eisenbichler ,1.5,3.0,N/A,"Arrogant and extremely rude, not to me personally but I've seen him be a total... to someone else!"
Konrad Eisenbichler ,4.0,1.0,N/A,"For a course that I wasn't terribly excited about, he really changed my perception. His discussions about the works were very engaging - he clearly knew his stuff and shared it in a humorous way. Assignments were easy and the material interesting. The final test requires a bit too much memorization, but overall it's a small nitpick. Great course."
Konrad Eisenbichler ,5.0,2.0,N/A,Amazing professor. I wish he taught more courses.
Konrad Eisenbichler ,4.0,3.0,N/A,"Prof Eisenbichler is the best! He is the nicest, most amazing person ever! Sadly, didn't get to take a class with him but had a chance to work with him! Everyone should be so lucky!"
Konrad Eisenbichler ,5.0,3.0,N/A,"I had eisenbichler for Sex and Gender and he is amazing! Gets to the point and analyzes all his sources quickly...Exteremely smart...and his ""cutting-up"" of your paper is actually helpful...i havent had any TA's or profs mark my papers the way he has...he actually shows you what you did wrong...and as for pickign on people in class NEVER"
Konrad Eisenbichler ,5.0,3.0,N/A,"As a Renaissance Studies student, this is my second class with Professor Eisenbichler!  He's the real deal - a brilliant scholar, a gifted writer and a superb teacher.  He explains complex concepts in a way that makes them easy to comprehend.  The other class he does is Vic 440 and I highly recommend that one too!"
Konrad Eisenbichler ,5.0,4.0,N/A,"By far, the best professor I've ever had.  A pleasure to be in his class"
Konrad Eisenbichler ,2.0,1.0,N/A,"Although knowledgeable, he is rude and clearly has trouble with English at times mocking students for using words ""incorrectly"", when he doesn't understand them himself. Totally disorganized course pack and his 'discussion' is often one-sided. Nice enough but completely arrogant."
Konrad Eisenbichler ,5.0,1.0,N/A,One of the best professors I've ever had. He is always ready to listen to students ideas and discuss them. He is very open minded. And he's got a great sense of humour.
Konrad Eisenbichler ,4.0,3.0,N/A,"Eisenbichler is great professionally cuz he is concise, and explains concepts using examples we can relate to. He has a tendency to speak harshly towards those who don't agree with him. I rec him but I advise those who have him in e future to keep standing their ground & to speak their mind. That's the reason why we're in class in the first place:)"
Konrad Eisenbichler ,5.0,2.0,N/A,"I admit, after reading these reviews, I was leery about him. However, after meeting him, I found that he was extremely approachable. When I asked for help with sources for an essay or presentation, Eisenbichler had some great suggestions and lent students books and papers from his personal collection. He also has an... interesting sense of humour."
Konrad Eisenbichler ,5.0,3.0,A,very engaged and offered help without judgement
Konrad Eisenbichler ,2.5,4.0,A,"This man is a terrible professor. For his classes, he makes a list of students to pick on and will continually insult them right to the last day of the year. I will give him credit for his knowledge however given that he has edited several book on mannerism's, it is shocking that the subject has never rubbed off on him.  Avoid him if you can."
Konrad Eisenbichler ,5.0,1.0,A,A very knowledgeable person but I had friends who were very disappointed by his picking on them for no reason. Has a lot to work on (personality) otherwise his courses are very interesting.
Konrad Eisenbichler ,5.0,4.0,A,"I can't complain because I did well, but other in my class had their essays torn apart and made examples of. Very embrassing. So as for a marker, you definitely have to work hard to get the grades. As for teaching, very good lecturer, very smart, and makes note-taking easy. Also good with extensions"
Konrad Eisenbichler ,5.0,1.0,A,Excellent
Jill Tate ,5.0,2.0,A+,She is a very nice lady but she is retiring soon. Great lectures and easy exams.
Jill Tate ,5.0,3.0,A,DO THE WEEKLY HOMEWORK easy way to boost your grade. Term test 1 is very easy and will get harder from there. take advantage of this and get a high grade on the first test because most of its review from high school. The content doesn't go far beyond integrals. classes can be boring bc Jill only walks through examples from the textbook
Jill Tate ,5.0,2.0,A+,"Prof. Tate is very nice. Her lecture notes are very clear and easy to understand. She also does a lot of examples step-by-step, which makes it easy to follow. I found the review sessions very helpful as well. I'm not very good at math but with some effort, I was able to do well."
Jill Tate ,5.0,2.0,A+,SHE IS SOOO NICE!!!
Jill Tate ,5.0,3.0,N/A,"Good prof, explains well"
Jill Tate ,5.0,3.0,N/A,She's great! Lectures are very clear and she is always available for questions during class. Definitely recommend.
Jill Tate ,5.0,3.0,A+,She's such a kind woman and genuinely cares for her students. She's always telling us tricks to do on tests and what questions may come up. If you have a question she extends her office hours and really wants to answer it to make sure you fully understand it. She's one of the best profs here but she's really underrated. I fully adore this woman.
Jill Tate ,5.0,3.0,A,"Best prof for mat133! Take it with her, go to her test review sessions, and do past tests, and youre guaranteed to pass! Also very approachable for any questions you may have during/before lectures!"
Jill Tate ,5.0,2.0,N/A,"Loved Professor Tate. Go to class, do the homework and you're guaranteed a good mark."
Jill Tate ,4.0,3.0,A,Great for Matt133. Really good at explaining and doing examples. She is definately for the students- if you know what I mean- teaches us how to pass. Like odds are he's gunna put this on the exam so make sure etc. She made a cheat sheet with all the formulas at the end no other prof did that. She's great- despite the 3hr lectures.
Jill Tate ,5.0,2.0,A+,"4th year student here. Lemme tell you; there is not a single day in my 2nd, 3rd and 4th year where i don't think about Jill. I have never had a single prof that's has more charisma, experience, and glow. I wish i could go back in time and sit through just ONE MORE mat133 lecture with her. Truly an exceptional lady; shaped who I am today."
Jill Tate ,4.0,3.0,A,"Jill Tate is a very kind and caring woman. She really cares for her students and hopes for all of them to do well. She always has review lectures the week before a test/exam, which really helps as she takes up past exam questions which can come up on the coming test! If you have to take MAT133, take it with her, those 3hr lectures are worth it!"
Jill Tate ,3.0,4.0,N/A,"She teaches well and all, but its probably because of her sessions being 3 hours straight, it is really easy for her to lose us in her lecture, and she tends to assume we know a lot of fundamentals and skips steps at times. She assumes we all did our homework so she does not really explain her examples too clearly."
Jill Tate ,5.0,3.0,N/A,Professor Tate is really a good math teacher and her mind is so clear. She usually teaches the methods of a topic first and then accompanied with lots of exercises. Her class is the most effective lecture I've ever attend and she holds review session before every term test or final exam. Choose her lecture and trust me you won't regret :)
Jill Tate ,5.0,3.0,N/A,Professor Tate explains the concepts so clearly and does alot of practice questions in class. Maybe not the most fun class (3 hours of math just isn't fun) but she's definitely a prof to consider. Choose her whether you're weak or strong in math.
Jill Tate ,5.0,3.0,B,"She was really nice and explained every concept very clear. She was just like a high school teacher, go through every question step by step. Really like her."
Jill Tate ,4.5,2.0,N/A,"I was in her Monday 6-9pm class and I often stay after to ask her questions. She was always patient with me and made sure all of my questions were solved, even tho it's super late already, she's amazing!"
Jill Tate ,5.0,2.0,A,She's an amazing prof and explains all the material in a way for everyone to understand. She gives lots of examples in class and also will always answer any questions people have.
Jill Tate ,5.0,2.0,A,"Best professor to teach this course. Anyone who has her has a great chance of getting an A in her class due to the clarity of her teaching. Took this course with a different prof in the 1st sem and was almost failing; then switched my section to her class and got perfect on my final. Amazing, really want her to teach my other courses"
Jill Tate ,5.0,1.0,A+,"Not to be mean but in all honesty if anyone gave this course an easiness score under '4' then they are legitimately and by definition retarded. I'm sorry I sound mean but this course is already a joke in itself and then Tate made it like 20x easier. So seriously, delete those easiness scores and give AT LEAST a 5...- UTFA"
Mark Kingwell ,1.0,3.0,A,"Was one of the worst classes I've taken because of the prof. After attending the lectures figured out that he wasn't a good lecturer ( and talks about himself way to much). The one thing that bothered me the most is that he didn't give marks in percentage (he just marks it as A or B), which made it difficult to know what the final mark is gonna be"
Mark Kingwell ,1.0,4.0,N/A,A good talker. But as a prof. He is limited. Should be sent off like a monastic scribe to read and research. Thats what hes best at. Be ready for exam that has 8 percent to do with what he actually babbles about. Avoid. Not worth it as an undergrad prof.
Mark Kingwell ,5.0,4.0,A,"super cool, 217 had lots of reading but Kingwell brought it altogether so well, like a KING, welllllllll, anywayyyyyys, take it"
Mark Kingwell ,5.0,4.0,N/A,"You get a lot out of his class, but only if you do the readings (and the readings are substantial - a (short?) novel per week). And it's absolutely worth it. Assignments are also super fun, though you do need to put in the work!"
Mark Kingwell ,5.0,3.0,A-,"His knowledge on literature is endless. Seriously. I bet you could name any novel and he will know exactly what you are talking about, plus a full biography of the author. Brilliant prof, and he makes classes beyond entertaining. I looked forward to the seminar every week. You MUST read the books assigned BUT they were unfailingly enjoyable!"
Mark Kingwell ,2.0,4.0,N/A,"His exam was so bizarre! He told us what he'll test us on mostly, but included maybe 2 terms and 8 other terms that we barely/never discussed in class. There's a lot of reading to do (finish one PHL book every week). Also, the TAs were not helpful at all bc the TAs and Kingwell fought (?), but this wasn't even clarified in class."
Mark Kingwell ,2.0,5.0,N/A,"Made TA's hate him so much in the first month that they went on work to rule. Came under review for having too much material in the course so he had to change the syllabus - because of this he made a lot of readings ""optional"", but relied on them heavily (so, they weren't really optional). Insanely hard. Impossible to follow along. Don't do it."
Mark Kingwell ,4.0,3.0,N/A,"Kingwell is very passionate about the material he teaches and it shows in his lectures and the way he presents the material. He makes sure to distinguish between his own interpretation of the material, what the philosopher may have intended, and what others have said to avoid bias. His lectures are funny and he is very approachable."
Mark Kingwell ,5.0,3.0,N/A,"Keeps your attention, good sense of humor, casual"
Mark Kingwell ,4.0,3.0,N/A,"Kingwell's lectures were engaging. However, this ""survey"" course ended up being too crowded, and as a result, became superficial (most of the information we learned could've been learned by going on wikipedia). That was  a shame, as Professor Kingwell is probably one of the most knowledgeable people on the subject. He tried to do too much. "
Mark Kingwell ,4.0,4.0,N/A,"Clear lectures, but not thorough. That is, he did not cover works extensively, but instead, gave overall pictures.   I managed to end the course with an 87, but the final examination seemed like it was recycling questions from his Aesthetics exam. Some concepts were only mentioned in passing, but still appeared on the exam. Great lecturer though."
Mark Kingwell ,3.0,4.0,N/A,"Would take again, and again, and again."
Mark Kingwell ,5.0,4.0,N/A,"HOT, KOOL, 1ST KLASS GUY, MAKES U THINK, BEST EVR!!!!"
Mark Kingwell ,2.5,4.0,N/A,The lectures are superficial.
Mark Kingwell ,3.0,5.0,N/A,Kingwell is very insightful if you really pay attention. His class can get really boring though. He also doesn't use powerpoints so you better make sure you attend every class and take good notes! The guest speakers were the highlight of this course. The essays were difficult and so was the grading. Overall an enlightening experience in aesthetics.
Mark Kingwell ,2.5,4.0,N/A,"Very little relevance between assigned readings and lectures. Made his own book mandatory reading and then did not discuss it all. Can be an engaging lecturer, although seems uninterested most of the time."
Mark Kingwell ,3.0,3.0,N/A,"It was okay I guess... not a huge fan, especially with a 6-8 page essay + review that had to be written within a week..."
Mark Kingwell ,5.0,3.0,N/A,"I completely agree with what a previous commenter posted: he is crystal clear if you pay good attention to what he is saying. What he says is not only clear but very, very insightful for someone just stepping into philosophy!"
Mark Kingwell ,5.0,2.0,N/A,"Fantastic! I love him, I love him, I love him. One of my role models."
Mark Kingwell ,4.5,4.0,N/A,"Kingwell was dope. He's got class and finesse ? he doesn't lecture, he performs. I understand he's very sought after, both in the university and in broader academia. Couldn't recommend him more highly."
Abdel-Khalig Ali ,5.0,4.0,A+,"If you want to learn Arabic, Professor Ali is the best prof out there. The language is difficult, but Prof. Ali really cares about his students and takes time to explain hard concepts, over and over if necessary. He is a kind and caring person and he makes sure his students are well prepared before tests. If you put in the work, you'll be rewarded."
Abdel-Khalig Ali ,5.0,4.0,N/A,"The kindest prof at UofT and definitely the kindest prof I've experienced so far at University. If you truly have an interest in learning Arabic, this is the prof to go to. He continuously goes the extra mile to help his students. Highly recommend!"
Abdel-Khalig Ali ,5.0,4.0,B+,"Took his class a few years ago, seriously one of the best profs I've had. Cares about his students and passionate about Arabic. Gives a lot of homework though."
Abdel-Khalig Ali ,5.0,4.0,A,"The best professor I've had at UofT. Nice, caring, and he really loves what he does. If you do the work you can't go wrong. Amazing professor!"
Abdel-Khalig Ali ,5.0,1.0,N/A,He is an amazing professor. Always there when you need him. Can't make it to class? Email him and you'll get the most friendly response you have ever gotten. #respect
Abdel-Khalig Ali ,5.0,1.0,N/A,3 3 Best professor at UofT!
Abdel-Khalig Ali ,5.0,1.0,A-,Love this man! Always there to help the students who show interest in class.
Abdel-Khalig Ali ,5.0,4.0,N/A,"Love him! A great professor, so kind and ready to help. Do the work in class and you'll get the most out of it. He explains things very well. I would definitely take his class again."
Abdel-Khalig Ali ,4.5,2.0,N/A,"Ali was a great prof, and I purposely changed around my schedule in order to have him as a prof again. If you know what you're doing because you put in an effort and are interested in the course, Ali will do anything to help you. His logic- ""if you think my course is worth the effort, you're worth the effort."" So slackers and texters- watch out."
Abdel-Khalig Ali ,5.0,2.0,N/A,I've had Dr Ali for 3 years now. If you want to learn Arabic I absolutely recommend him. He is fantastic. I have nothing bad to say about him.
Abdel-Khalig Ali ,5.0,3.0,N/A,Amazing prof! Just do your work and be prepared and the rest is easy!
Abdel-Khalig Ali ,4.5,2.0,N/A,Awesome prof.
Abdel-Khalig Ali ,5.0,5.0,N/A,WOW I had intro arabic wuth him and man he explains the language in a way that you will fall in love with Arabic even if ur not majoring in linguistics! He is strict and serious but I didnt have any problems with him however some people had issues with him (just do ur work and dont ask stupid Qs) I found him really helpful and knowledgeable
Abdel-Khalig Ali ,5.0,3.0,N/A,AMAZING; if you truly want to learn from a linguist you should take his class. He will teach you to create sounds you never thought you could do without an accent... worth all the work. A GREAT experience; he's an awesome professor who truly cares to make his students understand the concepts of the course material
Abdel-Khalig Ali ,4.0,2.0,N/A,pretty solid!
Abdel-Khalig Ali ,4.0,3.0,N/A,i took lin100 last year. the course was very interesting. he is very enthusiastic and clearly explains quite difficult concepts.
Abdel-Khalig Ali ,5.0,5.0,N/A,"A great teacher, but very strict. If you take any class with him, make sure to work hard and ALWAYS keep up with your homework."
Abdel-Khalig Ali ,5.0,3.0,N/A,"A briliant teacher. Pushes students hard to study, and prepares the classes exceedingly well to support students through their learning process. If you are serious about learning, take his courses."
Abdel-Khalig Ali ,5.0,2.0,N/A,One of the best profs in uoft!!
Abdel-Khalig Ali ,2.0,3.0,N/A,lots of hand gestures
Matt Price ,5.0,2.0,N/A,"One of the most friendly teachers in this university, very approachable. If the course materials are not attractive enough for you, attend the lectures anyway for his personality. His lectures are also very helpful for understanding the materials. He is also a lenient grader."
Matt Price ,5.0,3.0,A,"If Price had a podcast, I'd subscribe. The guy clearly loves what he does, and that translates into his work. Yeah, as some have noted he doesn't dumb it down if you approach him, but he's not at all condescending. To me it feels like Price both wants you to learn, and then actually *care* about what you've learned."
Matt Price ,3.0,4.0,B+,"He had interesting ideas and seemed like a nice person. Friendly enough, but seemed a bit stubborn. He seemed to know what he was talking about & went out of his way to help people. Only real complaint was his tendency to interrupt when you were doing a presentation and speak for ten to twenty minutes about a topic not really related to your speech"
Matt Price ,1.5,3.0,A-,"Terrible professor.  Can never finish his lectures and isn't a clear speaker.  He is also kind of a jerk when approached.  Thankfully, you can cover the entire course by spending the weekend on wikipedia (would have been nice to have been challenged and inspired by the professor).  Class is a waste of money/time but an easy half credit."
Matt Price ,4.0,2.0,A,"If you're interested in the future directions of the field of history, take this course. This course introduces students to digital history while also letting them gain some technical skills. Matt is a supportive and attentive instructor. This is good if programming isn't your forte.  Attendance is mandatory, as it's a seminar course"
Matt Price ,5.0,1.0,N/A,Engaging and brilliant professor. Focused and exact. 
Matt Price ,4.5,3.0,N/A,"This course attempts to give humanities students technical programming skills, which is something generally unfamiliar to humanities students. Matt is a helpful and supportive instructor; even if you struggling with the technical assignments, he is always glad to help you. Attendance and participation s are a must, as this is a seminar course."
Matt Price ,4.5,3.0,N/A,"THE most worthwhile course I have taken in my university career. I came out of the course with skills...skills that with more work I can put out there on the market. Yes, he may be scatterbrained but he is absolutely brilliant. He wanted us to succeed, and gave us the confidence to. An awesome person and an awesome teacher."
Matt Price ,4.5,4.0,N/A,"He was brilliant!  The kinds of ideas he was able to integrate into the course material stunned me, and I appreciated how much he tried to engage each and everyone of us.  No prof has ever shown that kind of interst in their students in my experience."
Matt Price ,1.0,3.0,N/A,Disorganized. Loses his train of thought. Boring lecture. Was always late. I eventually stopped going to the lecture because he was not engaging at all. Tutorials is what saved me. Overall would not recommend the class with him teaching it.
Matt Price ,3.5,4.0,N/A,"I was so pleassantly surprised with this class. Yes, it was difficult, yes Matt is a little disorganized. But if you are a history student you can value and appreciate his brilliance, his ability to integrate simple things such as lullibies into his lectures, and his amazing ability to engage and intrest the student in his lectures."
Matt Price ,1.0,4.0,N/A,"He seems rude, snobby, and really disorganized.  His lectures are all over the place, he loses his train of thought frequently, and is late all the time.  I hated this class because of him. He looks like he is having a mental breakdown every class."
Matt Price ,3.0,3.0,N/A,"Decent Prof.  Not the best I've had- like others have said, he is always very fantic and disorganized- but he did seem like a nice guy, and when he did start his leactures, they were pretty good."
Matt Price ,3.0,1.0,N/A,"Wow. I really didn't like this guy. I thought he was a little snotty, and frankly, his lectures didn't offer me any more information than I already knew. The first tutorial reading assignment was a joke. He treats his students like they know nothing about research. At the very least, this comes in handy when exams are marked..."
Matt Price ,3.0,4.0,N/A,Weird teaching style. Your expected to discover arguments yourself instead of being told like most courses i.e you better have a stable background in 19th century history when he's teaching
Matt Price ,5.0,3.0,N/A,"Each lecture focused on a certain theme rather than being a chronological description of the events. So his lectures were very interesting, not just repeats of the textbook."
Matt Price ,5.0,3.0,N/A,"Disorganized lectures were fun, his jokes were funny, the readings were relevent and tutorials were engaging. One of the best history courses I have taken, and I hope to get Matt Price again. Excellent Prof, try to get him."
Matt Price ,3.0,2.0,N/A,"Readings and insightful tutorial questions much appreciated. Online readings, although interesting, were inconvenient. While lecturing, tended to rush through lectures after frequent organizational difficulties."
Matt Price ,5.0,2.0,N/A,"Great Prof, really energetic and smart. Really passionate about history. If you take the time to talk to him during office hours, extremely nice and genuinely caring. A little skatterbrained (lectures were always rushed, but kinda fun that way!)  take this course if you can."
Matt Price ,2.5,3.0,N/A,"Not a good lecturer. Knows his stuff, but scatter brained. The course was good except for the lectures which were often confusing and went off-topic."
Debra Sibbald ,1.0,5.0,A+,"decides to teach against guidelines while using guidelines as readings trash tier prof, worst one of the semester and likely the year"
Debra Sibbald ,3.0,5.0,N/A,"She is very knowledgeable & that is exactly the issue. She cannot comprehend that some students do not remember everything she has said in the class. She is so smart, that cannot understand it takes time for students to digest the amount of material she covers in a short period of time. Just listen to her, learn everything she says, & memorize!"
Debra Sibbald ,2.0,5.0,N/A,You want to teach a course to a pharmacist without teaching about treatments? Don't.
Debra Sibbald ,1.0,5.0,N/A,Contradictory information.
Debra Sibbald ,1.5,4.0,N/A,The content itself is interesting and important. Her teaching method is bizarre and leaves most of the class confused and lacking on information. She tries to get you do work things out without showing/teaching it in the first place. Care plan? No one knows how to write one and shes never given us one example. Needs TEACH us not mess with us.
Debra Sibbald ,1.0,4.0,N/A,This is the right course taught by the wrong person.
Debra Sibbald ,1.0,4.0,N/A,"The class itself is the most importnat one in second year. But deborah's ""teaching"" method leaves smething to be desired. She attempts to make you beleive she is your friend, but her temper often dissolves this guise!"
Debra Sibbald ,1.0,3.0,N/A,"EXTREMELY difficult to deal with.  She insists on complicating EVERY aspect of the course with her anal retentiveness.  The subject matter is rather interesting, but she just takes all the fun out of it..."
Debra Sibbald ,3.0,3.0,N/A,"not hot, and definitely boring and very sickly.....peace out"
Ronnie de Sousa ,4.0,4.0,N/A,"Ronnie is overall a very pleasant professor to have and you know that he cares about the material he is teaching, especially those subject matters relating to sex... yeah... He's a bit quirky, and sometimes rambles, but overall provides a good introduction into philosophy. Go to tutorial and lecture, or have fun burying your head in books."
